year,discovery_date,fire_name,fire_size_acres,fire_type,average_distance_miles,listed_dates,days_burning
1987,1987-05-02,FIREKRAKER (2),0.1988499997539081,Wildfire,370.44991403298224,Listed Wildfire Discovery Date(s): 1987-05-02 (1) | Listed Wildfire Controlled Date(s): 1987-05-02 (1) | Listed Wildfire Out Date(s): 1987-05-03 (1) | Listed Other Fire Date(s): 2017-03-13 - NIFC DATE_CUR field (1) | Listed Upload Date(s): 2016-03-23 (1),182
1987,1987-10-17,STACK (2),0.19088311347836495,Wildfire,628.1402074444558,Listed Wildfire Discovery Date(s): 1987-10-17 (1) | Listed Wildfire Controlled Date(s): 1987-10-18 (1) | Listed Wildfire Out Date(s): 1987-10-20 (1) | Listed Other Fire Date(s): 2017-03-13 - NIFC DATE_CUR field (1),14
1987,1987-05-07,872805 (2),0.09976158292955509,Wildfire,515.2885788389337,Listed Wildfire Discovery Date(s): 1987-05-07 (1) | Listed Wildfire Controlled Date(s): 1987-05-07 (1) | Listed Wildfire Out Date(s): 1987-05-07 (1) | Listed Other Fire Date(s): 2017-03-13 - NIFC DATE_CUR field (1),177
1987,1987-05-18,HAPPYCREEK (2),0.09943028892100542,Wildfire,353.64301911378453,Listed Wildfire Discovery Date(s): 1987-05-18 (1) | Listed Wildfire Controlled Date(s): 1987-05-18 (1) | Listed Wildfire Out Date(s): 1987-05-18 (1) | Listed Other Fire Date(s): 2017-03-13 - NIFC DATE_CUR field (1) | Listed Upload Date(s): 2016-03-23 (1),166
1987,1987-07-30,STUMPFIRE (2),0.0703073728280677,Wildfire,450.28234964612795,Listed Wildfire Discovery Date(s): 1987-07-30 (1) | Listed Wildfire Controlled Date(s): 1987-07-30 (1) | Listed Wildfire Out Date(s): 1987-07-31 (1) | Listed Other Fire Date(s): 2017-03-13 - NIFC DATE_CUR field (1),93
1988,1988-07-11,DOVEL MTN (3),640.546989768637,Wildfire,382.74937862999525,Listed Ignition Date(s): 1988-07-11 (1) | Listed Wildfire Discovery Date(s): 1988-07-11 (1) | Listed Wildfire Controlled Date(s): 1988-07-24 (1) | Listed Wildfire Out Date(s): 1988-08-08 (1) | Listed Other Fire Date(s): 2017-03-13 - NIFC DATE_CUR field (1) | Listed Upload Date(s): 2016-03-23 (1),112
1988,1988-07-10,PASTURE 1 (3),45.322250396513034,Wildfire,306.2934639649326,"Listed Wildfire Discovery Date(s): 1988-07-10 (1) | Listed Wildfire Controlled Date(s): 1988-07-11 (1) | Listed Wildfire Out Date(s): 1988-07-15 (1) | Listed Other Fire Date(s): 2017-03-13 - NIFC DATE_CUR field (1), 2012-02-29 - DATE_CUR field (1)",113
1988,1988-07-11,Shackelford (3),30.285362798340902,Wildfire,402.8212438471617,Listed Wildfire Discovery Date(s): 1988-07-11 (1) | Listed Other Fire Date(s): 1899-12-30 - REVDATE field (1),112
1988,1988-07-03,Kephart (3),20.205336648574452,Wildfire,402.9460281862562,Listed Wildfire Discovery Date(s): 1988-07-03 (1) | Listed Other Fire Date(s): 1899-12-30 - REVDATE field (1),120
1988,1988-07-15,OVENTOP (2),14.91397862085694,Wildfire,364.29857697223514,Listed Wildfire Discovery Date(s): 1988-07-15 (1) | Listed Wildfire Controlled Date(s): 1988-07-21 (1) | Listed Wildfire Out Date(s): 1988-07-29 (1) | Listed Other Fire Date(s): 2017-03-13 - NIFC DATE_CUR field (1) | Listed Upload Date(s): 2016-03-23 (1),108
1988,1988-07-11,Camp Run (3),4.116121828101035,Wildfire,397.8657299232969,Listed Wildfire Discovery Date(s): 1988-07-11 (1) | Listed Other Fire Date(s): 1899-12-30 - REVDATE field (1),112
1988,1988-06-28,HOTDOG (2),3.9970264241541003,Wildfire,516.6935601025547,Listed Wildfire Discovery Date(s): 1988-06-28 (1) | Listed Wildfire Controlled Date(s): 1988-06-28 (1) | Listed Wildfire Out Date(s): 1988-06-28 (1) | Listed Other Fire Date(s): 2017-03-13 - NIFC DATE_CUR field (1),125
1988,1988-06-20,WALLS RUN (2),5.967351755853842,Wildfire,394.1352981235368,"Listed Wildfire Discovery Date(s): 1988-06-20 (1), 1988-07-11 (1) | Listed Wildfire Controlled Date(s): 1988-06-20 (1), 1988-07-12 (1) | Listed Wildfire Out Date(s): 1988-06-30 (1), 1988-07-22 (1) | Listed Other Fire Date(s): 2017-03-13 - NIFC DATE_CUR field (2) | Listed Upload Date(s): 2016-03-23 (2)",133
1988,1988-07-10,Lightning (3),2.5930222307251927,Wildfire,399.8340520638148,Listed Wildfire Discovery Date(s): 1988-07-10 (1) | Listed Other Fire Date(s): 1899-12-30 - REVDATE field (1),113
1988,1988-05-09,Mines Run (3),2.090792000351931,Wildfire,412.32732806828994,Listed Wildfire Discovery Date(s): 1988-05-09 (1) | Listed Other Fire Date(s): 1899-12-30 - REVDATE field (1),175
1988,1988-06-21,KETTLECANY (2),1.7898268692810424,Wildfire,372.41271734804815,Listed Wildfire Discovery Date(s): 1988-06-21 (1) | Listed Wildfire Controlled Date(s): 1988-06-21 (1) | Listed Wildfire Out Date(s): 1988-07-26 (1) | Listed Other Fire Date(s): 2017-03-13 - NIFC DATE_CUR field (1) | Listed Upload Date(s): 2016-03-23 (1),132
1988,1988-07-10,Briery Dam (3),1.4165175912821824,Wildfire,413.1459754858159,Listed Wildfire Discovery Date(s): 1988-07-10 (1) | Listed Other Fire Date(s): 1899-12-30 - REVDATE field (1),113
1988,1988-06-29,DEADRUN (3),1.1600775733021007,Wildfire,305.5021853251147,"Listed Wildfire Discovery Date(s): 1988-06-29 (1) | Listed Wildfire Controlled Date(s): 1988-06-29 (1) | Listed Wildfire Out Date(s): 1988-07-02 (1) | Listed Other Fire Date(s): 2017-03-13 - NIFC DATE_CUR field (1), 2012-02-29 - DATE_CUR field (1)",124
1988,1988-07-10,SINK (2),1.0734943934136285,Wildfire,509.6246118548316,Listed Wildfire Discovery Date(s): 1988-07-10 (1) | Listed Wildfire Controlled Date(s): 1988-07-10 (1) | Listed Wildfire Out Date(s): 1988-07-10 (1) | Listed Other Fire Date(s): 2017-03-13 - NIFC DATE_CUR field (1),113
1988,1988-07-07,Snake (3),1.0595207952534569,Wildfire,394.40760371817595,Listed Wildfire Discovery Date(s): 1988-07-07 (1) | Listed Other Fire Date(s): 1899-12-30 - REVDATE field (1),116
1988,1988-07-10,Grindstone (3),0.844233517408918,Wildfire,416.51047358804834,Listed Wildfire Discovery Date(s): 1988-07-10 (1) | Listed Other Fire Date(s): 1899-12-30 - REVDATE field (1),113
1988,1988-06-23,Lover's Leap (2),0.4312041113466998,Wildfire,410.4297579787399,Listed Wildfire Discovery Date(s): 1988-06-23 (1) | Listed Other Fire Date(s): 1899-12-30 - REVDATE field (1),130
1988,1988-05-15,GREENTOP (3),0.2998732471523228,Wildfire,290.96747578463817,"Listed Wildfire Discovery Date(s): 1988-05-15 (1) | Listed Wildfire Controlled Date(s): 1988-05-15 (1) | Listed Wildfire Out Date(s): 1988-05-15 (1) | Listed Other Fire Date(s): 2017-03-13 - NIFC DATE_CUR field (1), 2012-02-29 - DATE_CUR field (1)",169
1988,1988-10-30,TRAILTREES (2),0.25300602609669065,Wildfire,459.186087492296,Listed Wildfire Discovery Date(s): 1988-10-30 (1) | Listed Wildfire Controlled Date(s): 1988-10-30 (1) | Listed Wildfire Out Date(s): 1988-10-30 (1) | Listed Other Fire Date(s): 2017-03-13 - NIFC DATE_CUR field (1),1
1988,1988-07-06,SHEETS GAP (2),0.24009522030031644,Wildfire,593.7682896441272,Listed Wildfire Discovery Date(s): 1988-07-06 (1) | Listed Wildfire Controlled Date(s): 1988-07-06 (1) | Listed Wildfire Out Date(s): 1988-07-06 (1) | Listed Other Fire Date(s): 2017-03-13 - NIFC DATE_CUR field (1),117
1988,1988-07-09,BYRDSNEST (2),0.1988536594062946,Wildfire,371.5074377659873,Listed Wildfire Discovery Date(s): 1988-07-09 (1) | Listed Wildfire Controlled Date(s): 1988-07-10 (1) | Listed Wildfire Out Date(s): 1988-07-10 (1) | Listed Other Fire Date(s): 2017-03-13 - NIFC DATE_CUR field (1) | Listed Upload Date(s): 2016-03-23 (1),114
1988,1988-07-10,ASH (2),0.11254327577990526,Wildfire,533.7584498718035,Listed Wildfire Discovery Date(s): 1988-07-10 (1) | Listed Wildfire Controlled Date(s): 1988-07-10 (1) | Listed Wildfire Out Date(s): 1988-07-11 (1) | Listed Other Fire Date(s): 2017-03-13 - NIFC DATE_CUR field (1),113
1988,1988-07-04,PATSPATCH (2),0.09982086362114412,Wildfire,115.49743862667879,Listed Wildfire Discovery Date(s): 1988-07-04 (1) | Listed Wildfire Controlled Date(s): 1988-07-04 (1) | Listed Wildfire Out Date(s): 1988-07-04 (1) | Listed Other Fire Date(s): 2017-04-27 - NIFC DATE_CUR field (1) | Listed Upload Date(s): 2017-04-27 (1),119
1988,1988-07-20,TURK MTN (2),0.09948503727305756,Wildfire,409.94890011359064,Listed Wildfire Discovery Date(s): 1988-07-20 (1) | Listed Wildfire Out Date(s): 1988-07-21 (1) | Listed Other Fire Date(s): 2017-03-13 - NIFC DATE_CUR field (1) | Listed Upload Date(s): 2016-03-23 (1),103
1988,1988-07-11,SAWMILL (2),0.09948463209696055,Wildfire,411.4538307560581,Listed Wildfire Discovery Date(s): 1988-07-11 (1) | Listed Wildfire Out Date(s): 1988-07-13 (1) | Listed Other Fire Date(s): 2017-03-13 - NIFC DATE_CUR field (1) | Listed Upload Date(s): 2016-03-23 (1),112
1988,1988-05-29,CRESCENT (2),0.09944951153542331,Wildfire,373.68219514751627,Listed Wildfire Discovery Date(s): 1988-05-29 (1) | Listed Wildfire Controlled Date(s): 1988-05-29 (1) | Listed Wildfire Out Date(s): 1988-05-29 (1) | Listed Other Fire Date(s): 2017-03-13 - NIFC DATE_CUR field (1) | Listed Upload Date(s): 2016-03-23 (1),155
1988,1988-08-24,NEIGHBOR (2),0.09944835368604124,Wildfire,367.049588617294,Listed Wildfire Discovery Date(s): 1988-08-24 (1) | Listed Wildfire Controlled Date(s): 1988-08-25 (1) | Listed Wildfire Out Date(s): 1988-08-26 (1) | Listed Other Fire Date(s): 2017-03-13 - NIFC DATE_CUR field (1) | Listed Upload Date(s): 2016-03-23 (1),68
1988,1988-05-01,Sign (3),0.08018879547470283,Wildfire,404.02348154865945,Listed Wildfire Discovery Date(s): 1988-05-01 (1) | Listed Other Fire Date(s): 1899-12-30 - REVDATE field (1),183
1989,1989-10-27,Poot (3),38.48540927414496,Wildfire,490.1111592383239,"Listed Wildfire Discovery Date(s): 1989-10-27 (1), 1989-11-14 (1) | Listed Other Fire Date(s): 1899-12-30 - REVDATE field (2)",4
1989,1989-06-04,HALL MTN (2),4.973290967243251,Wildfire,404.45482016775907,Listed Wildfire Discovery Date(s): 1989-06-04 (1) | Listed Wildfire Controlled Date(s): 1989-06-07 (1) | Listed Wildfire Out Date(s): 1989-06-11 (1) | Listed Other Fire Date(s): 2017-03-13 - NIFC DATE_CUR field (1) | Listed Upload Date(s): 2016-03-23 (1),149
1989,1989-06-03,BEEPINE (2),1.0081122988091813,Wildfire,513.9015360330916,Listed Wildfire Discovery Date(s): 1989-06-03 (1) | Listed Wildfire Controlled Date(s): 1989-06-03 (1) | Listed Wildfire Out Date(s): 1989-06-03 (1) | Listed Other Fire Date(s): 2017-03-13 - NIFC DATE_CUR field (1),150
1989,1989-06-02,VIADUCT (2),0.5169047258694015,Wildfire,441.55131189318985,Listed Wildfire Discovery Date(s): 1989-06-02 (1) | Listed Wildfire Controlled Date(s): 1989-06-02 (1) | Listed Wildfire Out Date(s): 1989-06-02 (1) | Listed Other Fire Date(s): 2017-03-13 - NIFC DATE_CUR field (1),151
1989,1989-06-01,DEPOT (2),0.1998577231275651,Wildfire,517.938975253379,Listed Wildfire Discovery Date(s): 1989-06-01 (1) | Listed Wildfire Controlled Date(s): 1989-06-01 (1) | Listed Wildfire Out Date(s): 1989-06-01 (1) | Listed Other Fire Date(s): 2017-03-13 - NIFC DATE_CUR field (1),152
1989,1989-07-01,North Beach (2),0.09972993286648787,Wildfire,112.62550492660193,Listed Wildfire Discovery Date(s): 1989-07-01 (1) | Listed Other Fire Date(s): 2017-04-27 - NIFC DATE_CUR field (1) | Listed Upload Date(s): 2017-04-27 (1),122
1989,1989-07-01,NEW JERSEY (2),0.0994832176987536,Wildfire,410.1767550169837,Listed Wildfire Discovery Date(s): 1989-07-01 (1) | Listed Wildfire Controlled Date(s): 1989-07-01 (1) | Listed Wildfire Out Date(s): 1989-07-02 (1) | Listed Other Fire Date(s): 2017-03-13 - NIFC DATE_CUR field (1) | Listed Upload Date(s): 2016-03-23 (1),122
1990,1990-07-10,TRAYFOOT#2 (2),1.9897682984184595,Wildfire,405.9446870722636,Listed Wildfire Discovery Date(s): 1990-07-10 (1) | Listed Wildfire Controlled Date(s): 1990-07-11 (1) | Listed Wildfire Out Date(s): 1990-07-15 (1) | Listed Other Fire Date(s): 2017-03-13 - NIFC DATE_CUR field (1) | Listed Upload Date(s): 2016-03-23 (1),113
1990,1990-05-15,Cold Springs (3),0.8257441382161076,Wildfire,492.7174521506808,Listed Wildfire Discovery Date(s): 1990-05-15 (1) | Listed Other Fire Date(s): 1899-12-30 - REVDATE field (1),169
1990,1990-10-27,GRANDVIEW (2),0.5449802903444412,Wildfire,521.5562341988318,Listed Wildfire Discovery Date(s): 1990-10-27 (1) | Listed Wildfire Controlled Date(s): 1990-10-28 (1) | Listed Wildfire Out Date(s): 1990-10-29 (1) | Listed Other Fire Date(s): 2017-03-13 - NIFC DATE_CUR field (1),4
1990,1990-08-04,STONECLIFF (2),0.48035752432495343,Wildfire,517.6521350090245,Listed Wildfire Discovery Date(s): 1990-08-04 (1) | Listed Wildfire Controlled Date(s): 1990-08-04 (1) | Listed Wildfire Out Date(s): 1990-08-04 (1) | Listed Other Fire Date(s): 2017-03-13 - NIFC DATE_CUR field (1),88
1990,1990-10-30,GARDEN GRN (2),0.2640617627781466,Wildfire,521.5832747655102,Listed Wildfire Discovery Date(s): 1990-10-30 (1) | Listed Wildfire Controlled Date(s): 1990-10-30 (1) | Listed Wildfire Out Date(s): 1990-10-30 (1) | Listed Other Fire Date(s): 2017-03-13 - NIFC DATE_CUR field (1),1
1990,1990-05-19,TERRY 1 (2),0.19601456705679476,Wildfire,521.515294237334,Listed Wildfire Discovery Date(s): 1990-05-19 (1) | Listed Wildfire Controlled Date(s): 1990-05-19 (1) | Listed Wildfire Out Date(s): 1990-05-19 (1) | Listed Other Fire Date(s): 2017-03-13 - NIFC DATE_CUR field (1),165
1990,1990-07-05,BLOT (2),0.09981523088984995,Wildfire,115.30097321250992,Listed Wildfire Discovery Date(s): 1990-07-05 (1) | Listed Wildfire Controlled Date(s): 1990-07-05 (1) | Listed Wildfire Out Date(s): 1990-07-05 (1) | Listed Other Fire Date(s): 2017-04-27 - NIFC DATE_CUR field (1) | Listed Upload Date(s): 2017-04-27 (1),118
1990,1990-07-19,DLOT (2),0.09979364737648751,Wildfire,114.64986200802497,Listed Wildfire Discovery Date(s): 1990-07-19 (1) | Listed Wildfire Controlled Date(s): 1990-07-19 (1) | Listed Wildfire Out Date(s): 1990-07-19 (1) | Listed Other Fire Date(s): 2017-04-27 - NIFC DATE_CUR field (1) | Listed Upload Date(s): 2017-04-27 (1),104
1990,1990-05-26,ABBOTTRIDG (2),0.09948245714146778,Wildfire,404.0954820420624,Listed Wildfire Discovery Date(s): 1990-05-26 (1) | Listed Wildfire Out Date(s): 1990-05-28 (1) | Listed Other Fire Date(s): 2017-03-13 - NIFC DATE_CUR field (1) | Listed Upload Date(s): 2016-03-23 (1),158
1990,1990-06-30,HAZEL (2),0.09943993018466887,Wildfire,366.47155240759554,Listed Wildfire Discovery Date(s): 1990-06-30 (1) | Listed Wildfire Out Date(s): 1990-06-30 (1) | Listed Other Fire Date(s): 2017-03-13 - NIFC DATE_CUR field (1) | Listed Upload Date(s): 2016-03-23 (1),123
1991,1991-10-29,GAULEY MTN (3),12324.846551180732,Wildfire,512.6031471145321,Listed Ignition Date(s): 1991-10-29 (1) | Listed Wildfire Discovery Date(s): 1991-10-29 (1) | Listed Wildfire Controlled Date(s): 1991-11-08 (1) | Listed Wildfire Out Date(s): 1991-11-22 (1) | Listed Other Fire Date(s): 2017-03-13 - NIFC DATE_CUR field (1),2
1991,1991-10-29,GAULEY (2),1009.2067981513902,Wildfire,506.80268164626085,Listed Ignition Date(s): 1991-10-29 (1) | Listed Wildfire Discovery Date(s): 1991-10-29 (1) | Listed Wildfire Controlled Date(s): 1991-10-31 (1) | Listed Wildfire Out Date(s): 1991-11-10 (1) | Listed Other Fire Date(s): 2017-03-13 - NIFC DATE_CUR field (1),2
1991,1991-05-02,CLAREMONT (2),121.6275679397033,Wildfire,516.9926960209915,Listed Wildfire Discovery Date(s): 1991-05-02 (1) | Listed Wildfire Controlled Date(s): 1991-05-08 (1) | Listed Wildfire Out Date(s): 1991-05-13 (1) | Listed Other Fire Date(s): 2017-03-13 - NIFC DATE_CUR field (1),182
1991,1991-10-12,Peter's (2),61.506346022999814,Wildfire,498.87433757550093,Listed Wildfire Discovery Date(s): 1991-10-12 (1) | Listed Other Fire Date(s): 1899-12-30 - REVDATE field (1),19
1991,1991-08-30,POWERLINE (2),13.018266576907434,Wildfire,516.3305478616144,Listed Wildfire Discovery Date(s): 1991-08-30 (1) | Listed Wildfire Controlled Date(s): 1991-08-30 (1) | Listed Wildfire Out Date(s): 1991-08-30 (1) | Listed Other Fire Date(s): 2017-03-13 - NIFC DATE_CUR field (1),62
1991,1991-07-01,NEMO (2),13.744317791433938,Wildfire,98.03299908912007,"Listed Wildfire Discovery Date(s): 1991-07-01 (2), 1991-06-29 (1) | Listed Wildfire Controlled Date(s): 1991-07-01 (2), 1991-06-29 (1) | Listed Wildfire Out Date(s): 1991-07-01 (2), 1991-06-29 (1) | Listed Other Fire Date(s): 2017-12-01 - NIFC DATE_CUR field (3) | Listed Upload Date(s): 2014-03-17 (3)",122
1991,1991-05-01,GARDEN GRD (2),6.448999125878352,Wildfire,522.4503685489085,Listed Wildfire Discovery Date(s): 1991-05-01 (1) | Listed Wildfire Controlled Date(s): 1991-05-02 (1) | Listed Wildfire Out Date(s): 1991-05-02 (1) | Listed Other Fire Date(s): 2017-03-13 - NIFC DATE_CUR field (1),183
1991,1991-07-17,VOODOO (2),5.787543911349935,Wildfire,99.92379163642234,Listed Wildfire Discovery Date(s): 1991-07-17 (1) | Listed Wildfire Controlled Date(s): 1991-07-17 (1) | Listed Wildfire Out Date(s): 1991-07-17 (1) | Listed Other Fire Date(s): 2017-12-01 - NIFC DATE_CUR field (1) | Listed Upload Date(s): 2014-03-17 (1),106
1991,1991-06-14,LAYLAND (2),5.250969178621679,Wildfire,514.4239370286463,Listed Wildfire Discovery Date(s): 1991-06-14 (1) | Listed Wildfire Controlled Date(s): 1991-06-14 (1) | Listed Wildfire Out Date(s): 1991-06-14 (1) | Listed Other Fire Date(s): 2017-03-13 - NIFC DATE_CUR field (1),139
1991,1991-10-21,Archer Run (3),4.882030401658738,Wildfire,434.7344466016474,Listed Wildfire Discovery Date(s): 1991-10-21 (1) | Listed Other Fire Date(s): 1899-12-30 - REVDATE field (1),10
1991,1991-10-27,Braley Branch (3),4.450102395291876,Wildfire,423.5207772579492,Listed Wildfire Discovery Date(s): 1991-10-27 (1) | Listed Other Fire Date(s): 1899-12-30 - REVDATE field (1),4
1991,1991-10-19,Bell Hollow (Valley) (2),3.8456870838646644,Wildfire,434.8348911277997,Listed Wildfire Discovery Date(s): 1991-10-19 (1) | Listed Other Fire Date(s): 1899-12-30 - REVDATE field (1),12
1991,1991-10-30,ALTEERS (2),2.88131152525256,Wildfire,515.4101234380421,Listed Wildfire Discovery Date(s): 1991-10-30 (1) | Listed Wildfire Controlled Date(s): 1991-10-30 (1) | Listed Wildfire Out Date(s): 1991-10-30 (1) | Listed Other Fire Date(s): 2017-03-13 - NIFC DATE_CUR field (1),1
1991,1991-06-14,MCKENDREE (2),2.8537551141457747,Wildfire,521.0344103398687,Listed Wildfire Discovery Date(s): 1991-06-14 (1) | Listed Wildfire Controlled Date(s): 1991-06-14 (1) | Listed Wildfire Out Date(s): 1991-06-15 (1) | Listed Other Fire Date(s): 2017-03-13 - NIFC DATE_CUR field (1),139
1991,1991-10-23,SANGER (2),1.5343346602466512,Wildfire,518.7119607798403,Listed Wildfire Discovery Date(s): 1991-10-23 (1) | Listed Wildfire Controlled Date(s): 1991-10-23 (1) | Listed Wildfire Out Date(s): 1991-10-23 (1) | Listed Other Fire Date(s): 2017-03-13 - NIFC DATE_CUR field (1),8
1991,1991-10-12,Festival (3),1.1725654974897588,Wildfire,500.28188081022955,Listed Wildfire Discovery Date(s): 1991-10-12 (1) | Listed Other Fire Date(s): 1899-12-30 - REVDATE field (1),19
1991,1991-10-31,Hess (3),0.8490623298263432,Wildfire,395.9969214715419,Listed Wildfire Discovery Date(s): 1991-10-31 (1) | Listed Other Fire Date(s): 1899-12-30 - REVDATE field (1),0
1991,1991-10-31,WONDERLAND (2),0.8473904230617405,Wildfire,518.7104103253835,Listed Wildfire Discovery Date(s): 1991-10-31 (1) | Listed Wildfire Controlled Date(s): 1991-10-31 (1) | Listed Wildfire Out Date(s): 1991-10-31 (1) | Listed Other Fire Date(s): 2017-03-13 - NIFC DATE_CUR field (1),0
1991,1991-10-29,MINDEN (2),0.8202808853171435,Wildfire,519.0648948053712,Listed Wildfire Discovery Date(s): 1991-10-29 (1) | Listed Wildfire Controlled Date(s): 1991-10-29 (1) | Listed Wildfire Out Date(s): 1991-10-29 (1) | Listed Other Fire Date(s): 2017-03-13 - NIFC DATE_CUR field (1),2
1991,1991-10-30,ROBINSONS (2),0.6045443445066413,Wildfire,357.91125030157804,Listed Wildfire Discovery Date(s): 1991-10-30 (1) | Listed Wildfire Controlled Date(s): 1991-10-31 (1) | Listed Wildfire Out Date(s): 1991-10-31 (1) | Listed Other Fire Date(s): 2017-12-01 - NIFC DATE_CUR field (1) | Listed Upload Date(s): 2016-06-14 (1),1
1991,1991-10-22,RAGGED RUN (2),0.4972424143225679,Wildfire,371.67210778794384,Listed Wildfire Discovery Date(s): 1991-10-22 (1) | Listed Wildfire Controlled Date(s): 1991-10-22 (1) | Listed Wildfire Out Date(s): 1991-10-26 (1) | Listed Other Fire Date(s): 2017-03-13 - NIFC DATE_CUR field (1) | Listed Upload Date(s): 2016-03-23 (1),9
1991,1991-10-28,FRALEY (2),0.3645425889465863,Wildfire,514.0759186187802,Listed Wildfire Discovery Date(s): 1991-10-28 (1) | Listed Wildfire Controlled Date(s): 1991-10-29 (1) | Listed Wildfire Out Date(s): 1991-10-29 (1) | Listed Other Fire Date(s): 2017-03-13 - NIFC DATE_CUR field (1),3
1991,1991-10-25,WARMUP (2),0.2806429735662428,Wildfire,522.4918540117837,Listed Wildfire Discovery Date(s): 1991-10-25 (1) | Listed Wildfire Controlled Date(s): 1991-10-25 (1) | Listed Wildfire Out Date(s): 1991-10-25 (1) | Listed Other Fire Date(s): 2017-03-13 - NIFC DATE_CUR field (1),6
1991,1991-06-07,HOTROD (2),0.10979005968565582,Wildfire,521.6006362256485,Listed Wildfire Discovery Date(s): 1991-06-07 (1) | Listed Wildfire Out Date(s): 1991-06-07 (1) | Listed Other Fire Date(s): 2017-03-13 - NIFC DATE_CUR field (1),146
1991,1991-10-08,TOOLATE (2),0.10782102969612815,Wildfire,355.1696453605397,Listed Wildfire Discovery Date(s): 1991-10-08 (1) | Listed Wildfire Controlled Date(s): 1991-10-08 (1) | Listed Wildfire Out Date(s): 1991-10-08 (1) | Listed Other Fire Date(s): 2017-12-01 - NIFC DATE_CUR field (1) | Listed Upload Date(s): 2016-06-14 (1),23
1991,1991-07-27,Lot B (2),0.12375222328315191,Wildfire,115.44761134197198,"Listed Wildfire Discovery Date(s): 1991-07-27 (1), 1991-07-09 (1) | Listed Wildfire Controlled Date(s): 1991-07-09 (1) | Listed Wildfire Out Date(s): 1991-07-09 (1) | Listed Other Fire Date(s): 2017-04-27 - NIFC DATE_CUR field (2) | Listed Upload Date(s): 2017-04-27 (2)",96
1991,1991-10-21,BUCKS RAP (2),0.09948630932329432,Wildfire,409.2807173132844,Listed Wildfire Discovery Date(s): 1991-10-21 (1) | Listed Wildfire Controlled Date(s): 1991-10-21 (1) | Listed Wildfire Out Date(s): 1991-10-22 (1) | Listed Other Fire Date(s): 2017-03-13 - NIFC DATE_CUR field (1) | Listed Upload Date(s): 2016-03-23 (1),10
1991,1991-10-30,LM OVRLOOK (2),0.09947392831361765,Wildfire,395.97023427065403,Listed Wildfire Discovery Date(s): 1991-10-30 (1) | Listed Wildfire Controlled Date(s): 1991-10-30 (1) | Listed Wildfire Out Date(s): 1991-10-31 (1) | Listed Other Fire Date(s): 2017-03-13 - NIFC DATE_CUR field (1) | Listed Upload Date(s): 2016-03-23 (1),1
1991,1991-10-31,3 BRIDGES (2),0.19888396288247812,Wildfire,369.9364970096028,"Listed Wildfire Discovery Date(s): 1991-10-31 (1), 1991-11-04 (1) | Listed Wildfire Controlled Date(s): 1991-10-31 (1), 1991-11-04 (1) | Listed Wildfire Out Date(s): 1991-11-02 (1), 1991-11-05 (1) | Listed Other Fire Date(s): 2017-03-13 - NIFC DATE_CUR field (2) | Listed Upload Date(s): 2016-03-23 (2)",0
1991,1991-09-28,HARWOOD (2),0.09943054750472827,Wildfire,354.3249116746708,Listed Wildfire Discovery Date(s): 1991-09-28 (1) | Listed Wildfire Controlled Date(s): 1991-09-28 (1) | Listed Wildfire Out Date(s): 1991-09-29 (1) | Listed Other Fire Date(s): 2017-03-13 - NIFC DATE_CUR field (1) | Listed Upload Date(s): 2016-03-23 (1),33
1991,1991-09-12,SWEETSFALL (2),0.0984811424321661,Wildfire,502.7188281754366,Listed Wildfire Discovery Date(s): 1991-09-12 (1) | Listed Wildfire Controlled Date(s): 1991-09-12 (1) | Listed Wildfire Out Date(s): 1991-09-12 (1) | Listed Other Fire Date(s): 2017-03-13 - NIFC DATE_CUR field (1),49
1991,1991-06-16,AREA D (2),0.0926424876059233,Wildfire,114.59020134362939,Listed Wildfire Discovery Date(s): 1991-06-16 (1) | Listed Wildfire Controlled Date(s): 1991-06-16 (1) | Listed Wildfire Out Date(s): 1991-06-16 (1) | Listed Other Fire Date(s): 2017-04-27 - NIFC DATE_CUR field (1) | Listed Upload Date(s): 2017-04-27 (1),137
1991,1991-06-30,RUBBERNECK (2),0.03681277439849526,Wildfire,112.64925216134682,Listed Wildfire Discovery Date(s): 1991-06-30 (1) | Listed Wildfire Controlled Date(s): 1991-06-30 (1) | Listed Wildfire Out Date(s): 1991-06-30 (1) | Listed Other Fire Date(s): 2017-04-27 - NIFC DATE_CUR field (1) | Listed Upload Date(s): 2017-04-27 (1),123
1991,1991-10-21,Mud Tunnel (3),0.0076324898688203465,Wildfire,479.0470073924861,Listed Wildfire Discovery Date(s): 1991-10-21 (1) | Listed Other Fire Date(s): 1899-12-30 - REVDATE field (1),10
1992,1992-05-21,Pete Parent Peak (2),345.90326419134504,Wildfire,109.33631387572883,"Listed Wildfire Discovery Date(s): 1992-05-21 (1) | Listed Other Fire Date(s): 2019-05-30 - NIFC DATE_CUR field (1), 2019-05-30 - REVDATE field (1)",163
1992,1992-08-09,Jordan Gate (3),3.423706941347521,Wildfire,449.20212882349625,Listed Wildfire Discovery Date(s): 1992-08-09 (1) | Listed Other Fire Date(s): 1899-12-30 - REVDATE field (1),83
1992,1992-10-18,HUDNALL (2),1.324108205588765,Wildfire,504.27391188211544,Listed Wildfire Discovery Date(s): 1992-10-18 (1) | Listed Wildfire Controlled Date(s): 1992-10-18 (1) | Listed Wildfire Out Date(s): 1992-10-18 (1) | Listed Other Fire Date(s): 2017-03-13 - NIFC DATE_CUR field (1),13
