year,discovery_date,fire_name,fire_size_acres,fire_type,average_distance_miles,listed_dates,days_burning,smoke_impact,normalized_smoke_impact
1986,1986-07-19,RIDGE ROAD (2),0.028465521148076,Wildfire,586.456014506113,Listed Wildfire Discovery Date(s): 1986-07-19 (1) | Listed Wildfire Controlled Date(s): 1986-07-19 (1) | Listed Wildfire Out Date(s): 1986-07-19 (1) | Listed Other Fire Date(s): 2017-03-13 - NIFC DATE_CUR field (1),104,8.607590337103593e-06,8.607553292010467e-06
1987,1987-08-02,ABRAMS MT (2),27.374631058317345,Wildfire,385.5048362014699,Listed Wildfire Discovery Date(s): 1987-08-02 (1) | Listed Wildfire Controlled Date(s): 1987-08-07 (1) | Listed Wildfire Out Date(s): 1987-08-16 (1) | Listed Other Fire Date(s): 2017-03-13 - NIFC DATE_CUR field (1) | Listed Upload Date(s): 2016-03-23 (1),90,0.016577961348079692,0.016442047011572664
1987,1987-08-16,BROOKS (2),14.989664621042866,Wildfire,517.9231436690902,"Listed Wildfire Discovery Date(s): 1987-08-16 (2) | Listed Wildfire Controlled Date(s): 1987-08-16 (2) | Listed Wildfire Out Date(s): 1987-08-17 (1), 1987-08-19 (1) | Listed Other Fire Date(s): 2017-03-13 - NIFC DATE_CUR field (2)",76,0.004246927743755117,0.0042379349981613735
1987,1987-08-21,RAPIDAN (2),7.22759589319914,Wildfire,377.612968240326,Listed Wildfire Discovery Date(s): 1987-08-21 (1) | Listed Wildfire Controlled Date(s): 1987-08-23 (1) | Listed Wildfire Out Date(s): 1987-09-05 (1) | Listed Other Fire Date(s): 2017-03-13 - NIFC DATE_CUR field (1) | Listed Upload Date(s): 2016-03-23 (1),71,0.0035988057833853896,0.0035923455765658726
1987,1987-07-26,Blueberry (3),4.5371029937584595,Wildfire,407.8504399386882,Listed Wildfire Discovery Date(s): 1987-07-26 (1) | Listed Other Fire Date(s): 1899-12-30 - REVDATE field (1),97,0.002645748155704076,0.002642254325225938
1987,1987-09-04,873210 (2),3.996683116738598,Wildfire,513.6856788810531,"Listed Wildfire Discovery Date(s): 1987-09-04 (1), 1987-03-03 (1) | Listed Wildfire Controlled Date(s): 1987-09-04 (1), 1987-03-03 (1) | Listed Wildfire Out Date(s): 1987-09-04 (1), 1987-03-03 (1) | Listed Other Fire Date(s): 2017-03-13 - NIFC DATE_CUR field (2)",57,0.0008633356113760085,0.0008629631515435492
1987,1987-07-12,OVENTOP (2),3.1815182137296913,Wildfire,364.0049052181096,Listed Wildfire Discovery Date(s): 1987-07-12 (1) | Listed Wildfire Controlled Date(s): 1987-07-16 (1) | Listed Wildfire Out Date(s): 1987-07-20 (1) | Listed Other Fire Date(s): 2017-03-13 - NIFC DATE_CUR field (1) | Listed Upload Date(s): 2016-03-23 (1),111,0.002665280491082552,0.0026617349295811384
1987,1987-10-30,875614 (2),1.998092334206741,Wildfire,523.4248738768549,Listed Wildfire Discovery Date(s): 1987-10-30 (1) | Listed Wildfire Controlled Date(s): 1987-10-30 (1) | Listed Wildfire Out Date(s): 1987-10-30 (1) | Listed Other Fire Date(s): 2017-03-13 - NIFC DATE_CUR field (1),1,7.293010510749926e-06,7.292983916878071e-06
1987,1987-05-09,875107 (2),0.2995244697771704,Wildfire,511.2213586149763,Listed Wildfire Discovery Date(s): 1987-05-09 (1) | Listed Wildfire Controlled Date(s): 1987-05-09 (1) | Listed Wildfire Out Date(s): 1987-05-09 (1) | Listed Other Fire Date(s): 2017-03-13 - NIFC DATE_CUR field (1),175,0.0002005637200876296,0.00020054360987359652
1987,1987-05-02,FIREKRAKER (2),0.1988499997539081,Wildfire,370.44991403298224,Listed Wildfire Discovery Date(s): 1987-05-02 (1) | Listed Wildfire Controlled Date(s): 1987-05-02 (1) | Listed Wildfire Out Date(s): 1987-05-03 (1) | Listed Other Fire Date(s): 2017-03-13 - NIFC DATE_CUR field (1) | Listed Upload Date(s): 2016-03-23 (1),182,0.00026371691465934517,0.00026368214746613674
1987,1987-10-17,STACK (2),0.1908831134783649,Wildfire,628.1402074444558,Listed Wildfire Discovery Date(s): 1987-10-17 (1) | Listed Wildfire Controlled Date(s): 1987-10-18 (1) | Listed Wildfire Out Date(s): 1987-10-20 (1) | Listed Other Fire Date(s): 2017-03-13 - NIFC DATE_CUR field (1),14,6.773020008423192e-06,6.772997071626742e-06
1987,1987-05-07,872805 (2),0.099761582929555,Wildfire,515.2885788389337,Listed Wildfire Discovery Date(s): 1987-05-07 (1) | Listed Wildfire Controlled Date(s): 1987-05-07 (1) | Listed Wildfire Out Date(s): 1987-05-07 (1) | Listed Other Fire Date(s): 2017-03-13 - NIFC DATE_CUR field (1),177,6.65021313951665e-05,6.649992022645752e-05
1987,1987-05-18,HAPPYCREEK (2),0.0994302889210054,Wildfire,353.64301911378453,Listed Wildfire Discovery Date(s): 1987-05-18 (1) | Listed Wildfire Controlled Date(s): 1987-05-18 (1) | Listed Wildfire Out Date(s): 1987-05-18 (1) | Listed Other Fire Date(s): 2017-03-13 - NIFC DATE_CUR field (1) | Listed Upload Date(s): 2016-03-23 (1),166,0.00013197650107680745,0.00013196779294456
1987,1987-07-30,STUMPFIRE (2),0.0703073728280677,Wildfire,450.2823496461279,Listed Wildfire Discovery Date(s): 1987-07-30 (1) | Listed Wildfire Controlled Date(s): 1987-07-30 (1) | Listed Wildfire Out Date(s): 1987-07-31 (1) | Listed Other Fire Date(s): 2017-03-13 - NIFC DATE_CUR field (1),93,3.22488306210783e-05,3.224831063871927e-05
1988,1988-07-11,DOVEL MTN (3),640.546989768637,Wildfire,382.7493786299953,Listed Ignition Date(s): 1988-07-11 (1) | Listed Wildfire Discovery Date(s): 1988-07-11 (1) | Listed Wildfire Controlled Date(s): 1988-07-24 (1) | Listed Wildfire Out Date(s): 1988-08-08 (1) | Listed Other Fire Date(s): 2017-03-13 - NIFC DATE_CUR field (1) | Listed Upload Date(s): 2016-03-23 (1),112,0.48971119085551734,0.3985822695289951
1988,1988-07-10,PASTURE 1 (3),45.322250396513034,Wildfire,306.2934639649326,"Listed Wildfire Discovery Date(s): 1988-07-10 (1) | Listed Wildfire Controlled Date(s): 1988-07-11 (1) | Listed Wildfire Out Date(s): 1988-07-15 (1) | Listed Other Fire Date(s): 2017-03-13 - NIFC DATE_CUR field (1), 2012-02-29 - DATE_CUR field (1)",113,0.054590170465881716,0.05315222744295672
1988,1988-07-11,Shackelford (3),30.285362798340905,Wildfire,402.8212438471617,Listed Wildfire Discovery Date(s): 1988-07-11 (1) | Listed Other Fire Date(s): 1899-12-30 - REVDATE field (1),112,0.020903839920206523,0.020688352494610505
1988,1988-07-03,Kephart (3),20.205336648574452,Wildfire,402.9460281862562,Listed Wildfire Discovery Date(s): 1988-07-03 (1) | Listed Other Fire Date(s): 1899-12-30 - REVDATE field (1),120,0.014933223951342268,0.014822821119045395
1988,1988-07-15,OVENTOP (2),14.91397862085694,Wildfire,364.29857697223514,Listed Wildfire Discovery Date(s): 1988-07-15 (1) | Listed Wildfire Controlled Date(s): 1988-07-21 (1) | Listed Wildfire Out Date(s): 1988-07-29 (1) | Listed Other Fire Date(s): 2017-03-13 - NIFC DATE_CUR field (1) | Listed Upload Date(s): 2016-03-23 (1),108,0.012136747649987241,0.01206368787291081
1988,1988-07-11,Camp Run (3),4.116121828101035,Wildfire,397.8657299232969,Listed Wildfire Discovery Date(s): 1988-07-11 (1) | Listed Other Fire Date(s): 1899-12-30 - REVDATE field (1),112,0.0029122803325540847,0.002908047859626973
1988,1988-06-28,HOTDOG (2),3.9970264241541,Wildfire,516.6935601025547,Listed Wildfire Discovery Date(s): 1988-06-28 (1) | Listed Wildfire Controlled Date(s): 1988-06-28 (1) | Listed Wildfire Out Date(s): 1988-06-28 (1) | Listed Other Fire Date(s): 2017-03-13 - NIFC DATE_CUR field (1),125,0.0018714616631312672,0.0018697126605405389
1988,1988-06-20,WALLS RUN (2),5.967351755853842,Wildfire,394.1352981235368,"Listed Wildfire Discovery Date(s): 1988-06-20 (1), 1988-07-11 (1) | Listed Wildfire Controlled Date(s): 1988-06-20 (1), 1988-07-12 (1) | Listed Wildfire Out Date(s): 1988-06-30 (1), 1988-07-22 (1) | Listed Other Fire Date(s): 2017-03-13 - NIFC DATE_CUR field (2) | Listed Upload Date(s): 2016-03-23 (2)",133,0.005109078989083193,0.0050960719289456675
1988,1988-07-10,Lightning (3),2.5930222307251927,Wildfire,399.8340520638148,Listed Wildfire Discovery Date(s): 1988-07-10 (1) | Listed Other Fire Date(s): 1899-12-30 - REVDATE field (1),113,0.0018328424170686833,0.001831164810951431
1988,1988-05-09,Mines Run (3),2.090792000351931,Wildfire,412.32732806828994,Listed Wildfire Discovery Date(s): 1988-05-09 (1) | Listed Other Fire Date(s): 1899-12-30 - REVDATE field (1),175,0.0021521108594899914,0.0021497983861192525
1988,1988-06-21,KETTLECANY (2),1.7898268692810424,Wildfire,372.41271734804815,Listed Wildfire Discovery Date(s): 1988-06-21 (1) | Listed Wildfire Controlled Date(s): 1988-06-21 (1) | Listed Wildfire Out Date(s): 1988-07-26 (1) | Listed Other Fire Date(s): 2017-03-13 - NIFC DATE_CUR field (1) | Listed Upload Date(s): 2016-03-23 (1),132,0.0017034757227666882,0.001702026453627428
1988,1988-07-10,Briery Dam (3),1.4165175912821824,Wildfire,413.1459754858159,Listed Wildfire Discovery Date(s): 1988-07-10 (1) | Listed Other Fire Date(s): 1899-12-30 - REVDATE field (1),113,0.0009377635812128744,0.0009373241556424898
1988,1988-06-29,DEADRUN (3),1.1600775733021007,Wildfire,305.5021853251147,"Listed Wildfire Discovery Date(s): 1988-06-29 (1) | Listed Wildfire Controlled Date(s): 1988-06-29 (1) | Listed Wildfire Out Date(s): 1988-07-02 (1) | Listed Other Fire Date(s): 2017-03-13 - NIFC DATE_CUR field (1), 2012-02-29 - DATE_CUR field (1)",124,0.0015412747862579282,0.0015400882413126246
1988,1988-07-10,SINK (2),1.0734943934136283,Wildfire,509.6246118548316,Listed Wildfire Discovery Date(s): 1988-07-10 (1) | Listed Wildfire Controlled Date(s): 1988-07-10 (1) | Listed Wildfire Out Date(s): 1988-07-10 (1) | Listed Other Fire Date(s): 2017-03-13 - NIFC DATE_CUR field (1),113,0.0004670651209622826,0.0004669560800001717
1988,1988-07-07,Snake (3),1.0595207952534569,Wildfire,394.4076037181759,Listed Wildfire Discovery Date(s): 1988-07-07 (1) | Listed Other Fire Date(s): 1899-12-30 - REVDATE field (1),116,0.000790090638795427,0.00078977868149222
1988,1988-07-10,Grindstone (3),0.844233517408918,Wildfire,416.51047358804834,Listed Wildfire Discovery Date(s): 1988-07-10 (1) | Listed Other Fire Date(s): 1899-12-30 - REVDATE field (1),113,0.0005499069144756314,0.000549755771075666
1988,1988-06-23,Lover's Leap (2),0.4312041113466998,Wildfire,410.4297579787399,Listed Wildfire Discovery Date(s): 1988-06-23 (1) | Listed Other Fire Date(s): 1899-12-30 - REVDATE field (1),130,0.00033277336803271126,0.00033271801125597556
1988,1988-05-15,GREENTOP (3),0.2998732471523228,Wildfire,290.96747578463817,"Listed Wildfire Discovery Date(s): 1988-05-15 (1) | Listed Wildfire Controlled Date(s): 1988-05-15 (1) | Listed Wildfire Out Date(s): 1988-05-15 (1) | Listed Other Fire Date(s): 2017-03-13 - NIFC DATE_CUR field (1), 2012-02-29 - DATE_CUR field (1)",169,0.0005985983757874762,0.0005984192872442387
1988,1988-10-30,TRAILTREES (2),0.2530060260966906,Wildfire,459.186087492296,Listed Wildfire Discovery Date(s): 1988-10-30 (1) | Listed Wildfire Controlled Date(s): 1988-10-30 (1) | Listed Wildfire Out Date(s): 1988-10-30 (1) | Listed Other Fire Date(s): 2017-03-13 - NIFC DATE_CUR field (1),1,1.1999231240413913e-06,1.1999224041342154e-06
1988,1988-07-06,SHEETS GAP (2),0.2400952203003164,Wildfire,593.7682896441272,Listed Wildfire Discovery Date(s): 1988-07-06 (1) | Listed Wildfire Controlled Date(s): 1988-07-06 (1) | Listed Wildfire Out Date(s): 1988-07-06 (1) | Listed Other Fire Date(s): 2017-03-13 - NIFC DATE_CUR field (1),117,7.967744067493962e-05,7.967426659626389e-05
1988,1988-07-09,BYRDSNEST (2),0.1988536594062946,Wildfire,371.5074377659873,Listed Wildfire Discovery Date(s): 1988-07-09 (1) | Listed Wildfire Controlled Date(s): 1988-07-10 (1) | Listed Wildfire Out Date(s): 1988-07-10 (1) | Listed Other Fire Date(s): 2017-03-13 - NIFC DATE_CUR field (1) | Listed Upload Date(s): 2016-03-23 (1),114,0.0001642492567081021,0.00016423576927578445
1988,1988-07-10,ASH (2),0.1125432757799052,Wildfire,533.7584498718035,Listed Wildfire Discovery Date(s): 1988-07-10 (1) | Listed Wildfire Controlled Date(s): 1988-07-10 (1) | Listed Wildfire Out Date(s): 1988-07-11 (1) | Listed Other Fire Date(s): 2017-03-13 - NIFC DATE_CUR field (1),113,4.463838449776668e-05,4.4637388234729e-05
1988,1988-07-04,PATSPATCH (2),0.0998208636211441,Wildfire,115.4974386266788,Listed Wildfire Discovery Date(s): 1988-07-04 (1) | Listed Wildfire Controlled Date(s): 1988-07-04 (1) | Listed Wildfire Out Date(s): 1988-07-04 (1) | Listed Other Fire Date(s): 2017-04-27 - NIFC DATE_CUR field (1) | Listed Upload Date(s): 2017-04-27 (1),119,0.0008904787872118322,0.0008900825461886316
1988,1988-07-20,TURK MTN (2),0.0994850372730575,Wildfire,409.94890011359064,Listed Wildfire Discovery Date(s): 1988-07-20 (1) | Listed Wildfire Out Date(s): 1988-07-21 (1) | Listed Other Fire Date(s): 2017-03-13 - NIFC DATE_CUR field (1) | Listed Upload Date(s): 2016-03-23 (1),103,6.097271596060669e-05,6.097085720011628e-05
1988,1988-07-11,SAWMILL (2),0.0994846320969605,Wildfire,411.4538307560581,Listed Wildfire Discovery Date(s): 1988-07-11 (1) | Listed Wildfire Out Date(s): 1988-07-13 (1) | Listed Other Fire Date(s): 2017-03-13 - NIFC DATE_CUR field (1) | Listed Upload Date(s): 2016-03-23 (1),112,6.581604795235223e-05,6.581388217129645e-05
1988,1988-05-29,CRESCENT (2),0.0994495115354233,Wildfire,373.68219514751627,Listed Wildfire Discovery Date(s): 1988-05-29 (1) | Listed Wildfire Controlled Date(s): 1988-05-29 (1) | Listed Wildfire Out Date(s): 1988-05-29 (1) | Listed Other Fire Date(s): 2017-03-13 - NIFC DATE_CUR field (1) | Listed Upload Date(s): 2016-03-23 (1),155,0.00011038995124480136,0.00011038385872249814
1988,1988-08-24,NEIGHBOR (2),0.0994483536860412,Wildfire,367.049588617294,Listed Wildfire Discovery Date(s): 1988-08-24 (1) | Listed Wildfire Controlled Date(s): 1988-08-25 (1) | Listed Wildfire Out Date(s): 1988-08-26 (1) | Listed Other Fire Date(s): 2017-03-13 - NIFC DATE_CUR field (1) | Listed Upload Date(s): 2016-03-23 (1),68,5.019460343295666e-05,5.0193343726003246e-05
1988,1988-05-01,Sign (3),0.0801887954747028,Wildfire,404.02348154865945,Listed Wildfire Discovery Date(s): 1988-05-01 (1) | Listed Other Fire Date(s): 1899-12-30 - REVDATE field (1),183,8.989831801603549e-05,8.989427740440541e-05
1989,1989-10-27,Poot (3),38.48540927414496,Wildfire,490.1111592383239,"Listed Wildfire Discovery Date(s): 1989-10-27 (1), 1989-11-14 (1) | Listed Other Fire Date(s): 1899-12-30 - REVDATE field (2)",4,0.0006408655385887934,0.0006406602719637068
1989,1989-06-04,HALL MTN (2),4.973290967243251,Wildfire,404.45482016775907,Listed Wildfire Discovery Date(s): 1989-06-04 (1) | Listed Wildfire Controlled Date(s): 1989-06-07 (1) | Listed Wildfire Out Date(s): 1989-06-11 (1) | Listed Other Fire Date(s): 2017-03-13 - NIFC DATE_CUR field (1) | Listed Upload Date(s): 2016-03-23 (1),149,0.004529915554339848,0.004519686366812323
1989,1989-06-03,BEEPINE (2),1.0081122988091813,Wildfire,513.9015360330916,Listed Wildfire Discovery Date(s): 1989-06-03 (1) | Listed Wildfire Controlled Date(s): 1989-06-03 (1) | Listed Wildfire Out Date(s): 1989-06-03 (1) | Listed Other Fire Date(s): 2017-03-13 - NIFC DATE_CUR field (1),150,0.0005725854930513957,0.0005724216285259522
1989,1989-06-02,VIADUCT (2),0.5169047258694015,Wildfire,441.55131189318985,Listed Wildfire Discovery Date(s): 1989-06-02 (1) | Listed Wildfire Controlled Date(s): 1989-06-02 (1) | Listed Wildfire Out Date(s): 1989-06-02 (1) | Listed Other Fire Date(s): 2017-03-13 - NIFC DATE_CUR field (1),151,0.00040033641079619995,0.0004002562975560802
1989,1989-06-01,DEPOT (2),0.1998577231275651,Wildfire,517.938975253379,Listed Wildfire Discovery Date(s): 1989-06-01 (1) | Listed Wildfire Controlled Date(s): 1989-06-01 (1) | Listed Wildfire Out Date(s): 1989-06-01 (1) | Listed Other Fire Date(s): 2017-03-13 - NIFC DATE_CUR field (1),152,0.00011324194941619221,0.00011323553803065906
1989,1989-07-01,North Beach (2),0.0997299328664878,Wildfire,112.62550492660192,Listed Wildfire Discovery Date(s): 1989-07-01 (1) | Listed Other Fire Date(s): 2017-04-27 - NIFC DATE_CUR field (1) | Listed Upload Date(s): 2017-04-27 (1),122,0.0009592059306713296,0.0009587461866319302
1989,1989-07-01,NEW JERSEY (2),0.0994832176987536,Wildfire,410.1767550169837,Listed Wildfire Discovery Date(s): 1989-07-01 (1) | Listed Wildfire Controlled Date(s): 1989-07-01 (1) | Listed Wildfire Out Date(s): 1989-07-02 (1) | Listed Other Fire Date(s): 2017-03-13 - NIFC DATE_CUR field (1) | Listed Upload Date(s): 2016-03-23 (1),122,7.2138575872715e-05,7.213597401077951e-05
1990,1990-07-10,TRAYFOOT#2 (2),1.9897682984184597,Wildfire,405.9446870722636,Listed Wildfire Discovery Date(s): 1990-07-10 (1) | Listed Wildfire Controlled Date(s): 1990-07-11 (1) | Listed Wildfire Out Date(s): 1990-07-15 (1) | Listed Other Fire Date(s): 2017-03-13 - NIFC DATE_CUR field (1) | Listed Upload Date(s): 2016-03-23 (1),113,0.0013644173306777748,0.0013634873591683659
1990,1990-05-15,Cold Springs (3),0.8257441382161076,Wildfire,492.7174521506808,Listed Wildfire Discovery Date(s): 1990-05-15 (1) | Listed Other Fire Date(s): 1899-12-30 - REVDATE field (1),169,0.0005748258806379024,0.0005746607315263351
1990,1990-10-27,GRANDVIEW (2),0.5449802903444412,Wildfire,521.5562341988318,Listed Wildfire Discovery Date(s): 1990-10-27 (1) | Listed Wildfire Controlled Date(s): 1990-10-28 (1) | Listed Wildfire Out Date(s): 1990-10-29 (1) | Listed Other Fire Date(s): 2017-03-13 - NIFC DATE_CUR field (1),4,8.01380010818828e-06,8.013767997863744e-06
1990,1990-08-04,STONECLIFF (2),0.4803575243249534,Wildfire,517.6521350090245,Listed Wildfire Discovery Date(s): 1990-08-04 (1) | Listed Wildfire Controlled Date(s): 1990-08-04 (1) | Listed Wildfire Out Date(s): 1990-08-04 (1) | Listed Other Fire Date(s): 2017-03-13 - NIFC DATE_CUR field (1),88,0.00015775068396894,0.00015773824263819544
1990,1990-10-30,GARDEN GRN (2),0.2640617627781466,Wildfire,521.5832747655102,Listed Wildfire Discovery Date(s): 1990-10-30 (1) | Listed Wildfire Controlled Date(s): 1990-10-30 (1) | Listed Wildfire Out Date(s): 1990-10-30 (1) | Listed Other Fire Date(s): 2017-03-13 - NIFC DATE_CUR field (1),1,9.706400448686508e-07,9.706395737979073e-07
1990,1990-05-19,TERRY 1 (2),0.1960145670567947,Wildfire,521.515294237334,Listed Wildfire Discovery Date(s): 1990-05-19 (1) | Listed Wildfire Controlled Date(s): 1990-05-19 (1) | Listed Wildfire Out Date(s): 1990-05-19 (1) | Listed Other Fire Date(s): 2017-03-13 - NIFC DATE_CUR field (1),165,0.0001189154252504789,0.00011890835537177051
1990,1990-07-05,BLOT (2),0.0998152308898499,Wildfire,115.30097321250992,Listed Wildfire Discovery Date(s): 1990-07-05 (1) | Listed Wildfire Controlled Date(s): 1990-07-05 (1) | Listed Wildfire Out Date(s): 1990-07-05 (1) | Listed Other Fire Date(s): 2017-04-27 - NIFC DATE_CUR field (1) | Listed Upload Date(s): 2017-04-27 (1),118,0.0008859574754723034,0.0008855652467963201
1990,1990-07-19,DLOT (2),0.0997936473764875,Wildfire,114.64986200802495,Listed Wildfire Discovery Date(s): 1990-07-19 (1) | Listed Wildfire Controlled Date(s): 1990-07-19 (1) | Listed Wildfire Out Date(s): 1990-07-19 (1) | Listed Other Fire Date(s): 2017-04-27 - NIFC DATE_CUR field (1) | Listed Upload Date(s): 2017-04-27 (1),104,0.0007895673162375853,0.0007892557719434925
1990,1990-05-26,ABBOTTRIDG (2),0.0994824571414677,Wildfire,404.0954820420624,Listed Wildfire Discovery Date(s): 1990-05-26 (1) | Listed Wildfire Out Date(s): 1990-05-28 (1) | Listed Other Fire Date(s): 2017-03-13 - NIFC DATE_CUR field (1) | Listed Upload Date(s): 2016-03-23 (1),158,9.625772667059362e-05,9.625309419289386e-05
1990,1990-06-30,HAZEL (2),0.0994399301846688,Wildfire,366.47155240759554,Listed Wildfire Discovery Date(s): 1990-06-30 (1) | Listed Wildfire Out Date(s): 1990-06-30 (1) | Listed Other Fire Date(s): 2017-03-13 - NIFC DATE_CUR field (1) | Listed Upload Date(s): 2016-03-23 (1),123,9.107210743089248e-05,9.106796061828725e-05
1991,1991-10-29,GAULEY MTN (3),12324.846551180732,Wildfire,512.6031471145321,Listed Ignition Date(s): 1991-10-29 (1) | Listed Wildfire Discovery Date(s): 1991-10-29 (1) | Listed Wildfire Controlled Date(s): 1991-11-08 (1) | Listed Wildfire Out Date(s): 1991-11-22 (1) | Listed Other Fire Date(s): 2017-03-13 - NIFC DATE_CUR field (1),2,0.09380996633912478,0.08966698355397659
1991,1991-10-29,GAULEY (2),1009.2067981513902,Wildfire,506.8026816462609,Listed Ignition Date(s): 1991-10-29 (1) | Listed Wildfire Discovery Date(s): 1991-10-29 (1) | Listed Wildfire Controlled Date(s): 1991-10-31 (1) | Listed Wildfire Out Date(s): 1991-11-10 (1) | Listed Other Fire Date(s): 2017-03-13 - NIFC DATE_CUR field (1),2,0.007858367855748085,0.0078276516973769
1991,1991-05-02,CLAREMONT (2),121.6275679397033,Wildfire,516.9926960209915,Listed Wildfire Discovery Date(s): 1991-05-02 (1) | Listed Wildfire Controlled Date(s): 1991-05-08 (1) | Listed Wildfire Out Date(s): 1991-05-13 (1) | Listed Other Fire Date(s): 2017-03-13 - NIFC DATE_CUR field (1),182,0.08281987976448546,0.07956863817987417
1991,1991-10-12,Peter's (2),61.506346022999814,Wildfire,498.874337575501,Listed Wildfire Discovery Date(s): 1991-10-12 (1) | Listed Other Fire Date(s): 1899-12-30 - REVDATE field (1),19,0.004695601145343606,0.004684611199791218
1991,1991-08-30,POWERLINE (2),13.018266576907434,Wildfire,516.3305478616144,Listed Wildfire Discovery Date(s): 1991-08-30 (1) | Listed Wildfire Controlled Date(s): 1991-08-30 (1) | Listed Wildfire Out Date(s): 1991-08-30 (1) | Listed Other Fire Date(s): 2017-03-13 - NIFC DATE_CUR field (1),62,0.0030275352586178698,0.003022961502892634
1991,1991-07-01,NEMO (2),13.744317791433938,Wildfire,98.03299908912008,"Listed Wildfire Discovery Date(s): 1991-07-01 (2), 1991-06-29 (1) | Listed Wildfire Controlled Date(s): 1991-07-01 (2), 1991-06-29 (1) | Listed Wildfire Out Date(s): 1991-07-01 (2), 1991-06-29 (1) | Listed Other Fire Date(s): 2017-12-01 - NIFC DATE_CUR field (3) | Listed Upload Date(s): 2014-03-17 (3)",122,0.1744771026457496,0.16082302952087477
1991,1991-05-01,GARDEN GRD (2),6.448999125878352,Wildfire,522.4503685489085,Listed Wildfire Discovery Date(s): 1991-05-01 (1) | Listed Wildfire Controlled Date(s): 1991-05-02 (1) | Listed Wildfire Out Date(s): 1991-05-02 (1) | Listed Other Fire Date(s): 2017-03-13 - NIFC DATE_CUR field (1),183,0.004323677851182428,0.004314357611586937
1991,1991-07-17,VOODOO (2),5.787543911349935,Wildfire,99.92379163642234,Listed Wildfire Discovery Date(s): 1991-07-17 (1) | Listed Wildfire Controlled Date(s): 1991-07-17 (1) | Listed Wildfire Out Date(s): 1991-07-17 (1) | Listed Other Fire Date(s): 2017-12-01 - NIFC DATE_CUR field (1) | Listed Upload Date(s): 2014-03-17 (1),106,0.06144157701759729,0.05962796250954137
1991,1991-06-14,LAYLAND (2),5.250969178621679,Wildfire,514.4239370286463,Listed Wildfire Discovery Date(s): 1991-06-14 (1) | Listed Wildfire Controlled Date(s): 1991-06-14 (1) | Listed Wildfire Out Date(s): 1991-06-14 (1) | Listed Other Fire Date(s): 2017-03-13 - NIFC DATE_CUR field (1),139,0.0027581122151396067,0.0027543156030299396
1991,1991-10-21,Archer Run (3),4.882030401658738,Wildfire,434.7344466016474,Listed Wildfire Discovery Date(s): 1991-10-21 (1) | Listed Other Fire Date(s): 1899-12-30 - REVDATE field (1),10,0.0002583166340000875,0.0002582832760028803
1991,1991-10-27,Braley Branch (3),4.450102395291876,Wildfire,423.5207772579492,Listed Wildfire Discovery Date(s): 1991-10-27 (1) | Listed Other Fire Date(s): 1899-12-30 - REVDATE field (1),4,9.92385827568713e-05,9.923365893447025e-05
1991,1991-10-19,Bell Hollow (Valley) (2),3.845687083864664,Wildfire,434.8348911277997,Listed Wildfire Discovery Date(s): 1991-10-19 (1) | Listed Other Fire Date(s): 1899-12-30 - REVDATE field (1),12,0.00024406551499640423,0.00024403573585387496
1991,1991-10-30,ALTEERS (2),2.88131152525256,Wildfire,515.4101234380421,Listed Wildfire Discovery Date(s): 1991-10-30 (1) | Listed Wildfire Controlled Date(s): 1991-10-30 (1) | Listed Wildfire Out Date(s): 1991-10-30 (1) | Listed Other Fire Date(s): 2017-03-13 - NIFC DATE_CUR field (1),1,1.084636780370088e-05,1.0846308982278945e-05
1991,1991-06-14,MCKENDREE (2),2.8537551141457747,Wildfire,521.0344103398687,Listed Wildfire Discovery Date(s): 1991-06-14 (1) | Listed Wildfire Controlled Date(s): 1991-06-14 (1) | Listed Wildfire Out Date(s): 1991-06-15 (1) | Listed Other Fire Date(s): 2017-03-13 - NIFC DATE_CUR field (1),139,0.001461163082566373,0.0014600966225110912
1991,1991-10-23,SANGER (2),1.5343346602466512,Wildfire,518.7119607798403,Listed Wildfire Discovery Date(s): 1991-10-23 (1) | Listed Wildfire Controlled Date(s): 1991-10-23 (1) | Listed Wildfire Out Date(s): 1991-10-23 (1) | Listed Other Fire Date(s): 2017-03-13 - NIFC DATE_CUR field (1),8,4.56202391995449e-05,4.5619198628079884e-05
1991,1991-10-12,Festival (3),1.1725654974897588,Wildfire,500.2818808102295,Listed Wildfire Discovery Date(s): 1991-10-12 (1) | Listed Other Fire Date(s): 1899-12-30 - REVDATE field (1),19,8.901458350628501e-05,8.901062194333612e-05
1991,1991-10-31,Hess (3),0.8490623298263432,Wildfire,395.9969214715419,Listed Wildfire Discovery Date(s): 1991-10-31 (1) | Listed Other Fire Date(s): 1899-12-30 - REVDATE field (1),1,5.414470024144678e-06,5.414455365954768e-06
1991,1991-10-31,WONDERLAND (2),0.8473904230617405,Wildfire,518.7104103253835,Listed Wildfire Discovery Date(s): 1991-10-31 (1) | Listed Wildfire Controlled Date(s): 1991-10-31 (1) | Listed Wildfire Out Date(s): 1991-10-31 (1) | Listed Other Fire Date(s): 2017-03-13 - NIFC DATE_CUR field (1),1,3.149442059496902e-06,3.149437100014672e-06
